peptide_id,sequence,ml_score,prediction
pep_03646,,0.385,Allergen
pep_03647,,0.303,Allergen
pep_03648,,0.312,Allergen
pep_03649,,0.332,Allergen
pep_03652,,0.293,Allergen
pep_03653,,0.377,Allergen
pep_03654,,0.318,Allergen
pep_03655,,0.325,Allergen
pep_03656,,0.346,Allergen
pep_03657,,0.395,Allergen
pep_03658,,0.292,Allergen
pep_03659,,0.288,Allergen
pep_03660,,0.27,Allergen
pep_03661,,0.301,Allergen
pep_03662,,0.412,Allergen
pep_03663,,0.285,Allergen
pep_03664,,0.316,Allergen
pep_03665,,0.273,Allergen
pep_03666,,0.523,Allergen
pep_03667,,0.358,Allergen
pep_03668,,0.286,Allergen
pep_03669,,0.277,Allergen
pep_03670,,0.347,Allergen
pep_03671,,0.317,Allergen
pep_03672,,0.284,Allergen
pep_03673,,0.398,Allergen
pep_03674,,0.305,Allergen
pep_03675,,0.277,Allergen
pep_03676,,0.392,Allergen
pep_03677,,0.268,Allergen
pep_03678,,0.318,Allergen
pep_03679,,0.302,Allergen
pep_03680,,0.494,Allergen
pep_03681,,0.289,Allergen
pep_03682,,0.377,Allergen
pep_03683,,0.503,Allergen
pep_03684,,0.443,Allergen
pep_03685,,0.337,Allergen
pep_03686,,0.28,Allergen
pep_03687,,0.352,Allergen
pep_03688,,0.299,Allergen
pep_03689,,0.341,Allergen
pep_03690,,0.237,Allergen
pep_03691,,0.432,Allergen
pep_03692,,0.365,Allergen
pep_03693,,0.302,Allergen
pep_03694,,0.336,Allergen
pep_03695,,0.295,Allergen
pep_03696,,0.36,Allergen
pep_03697,,0.297,Allergen
pep_03698,,0.354,Allergen
pep_03699,,0.311,Allergen
pep_03702,,0.299,Allergen
pep_03703,,0.303,Allergen
pep_03704,,0.342,Allergen
pep_03705,,0.329,Allergen
pep_03706,,0.346,Allergen
pep_03707,,0.286,Allergen
pep_03708,,0.166,Allergen
pep_03709,,0.363,Allergen
pep_03710,,0.33,Allergen
pep_03711,,0.366,Allergen
pep_03712,,0.411,Allergen
pep_03713,,0.399,Allergen
pep_03714,,0.613,Allergen
pep_03715,,0.366,Allergen
pep_03716,,0.509,Allergen
pep_03717,,0.609,Allergen
pep_03718,,0.548,Allergen
pep_03719,,0.494,Allergen
pep_03720,,0.351,Allergen
pep_03721,,0.299,Allergen
pep_03722,,0.501,Allergen
pep_03723,,0.395,Allergen
pep_03724,,0.399,Allergen
pep_03725,,0.407,Allergen
pep_03726,,0.503,Allergen
pep_03727,,0.419,Allergen
pep_03728,,0.398,Allergen
pep_03729,,0.367,Allergen
pep_03730,,0.339,Allergen
pep_03731,,0.392,Allergen
pep_03732,,0.418,Allergen
pep_03733,,0.442,Allergen
pep_03734,,0.419,Allergen
pep_03735,,0.501,Allergen
pep_03736,,0.425,Allergen
pep_03737,,0.506,Allergen
pep_03738,,0.465,Allergen
pep_03739,,0.375,Allergen
pep_03740,,0.383,Allergen
pep_03741,,0.316,Allergen
pep_03742,,0.39,Allergen
pep_03743,,0.445,Allergen
pep_03744,,0.437,Allergen
pep_03745,,0.407,Allergen
pep_03746,,0.505,Allergen
pep_03747,,0.415,Allergen
pep_03748,,0.381,Allergen
pep_03749,,0.375,Allergen
pep_03752,,0.451,Allergen
pep_03753,,0.447,Allergen
pep_03754,,0.346,Allergen
pep_03755,,0.424,Allergen
pep_03756,,0.356,Allergen
pep_03757,,0.387,Allergen
pep_03758,,0.425,Allergen
pep_03759,,0.358,Allergen
pep_03760,,0.386,Allergen
pep_03761,,0.387,Allergen
pep_03762,,0.668,Allergen
pep_03763,,0.37,Allergen
pep_03764,,0.545,Allergen
pep_03765,,0.368,Allergen
pep_03766,,0.289,Allergen
pep_03767,,0.445,Allergen
pep_03768,,0.327,Allergen
pep_03769,,0.523,Allergen
pep_03770,,0.585,Allergen
pep_03771,,0.564,Allergen
pep_03772,,0.514,Allergen
pep_03773,,0.414,Allergen
pep_03774,,0.4,Allergen
pep_03775,,0.394,Allergen
pep_03776,,0.37,Allergen
pep_03777,,0.347,Allergen
pep_03778,,0.414,Allergen
pep_03779,,0.537,Allergen
pep_03780,,0.425,Allergen
pep_03781,,0.316,Allergen
pep_03782,,0.343,Allergen
pep_03783,,0.356,Allergen
pep_03784,,0.463,Allergen
pep_03785,,0.356,Allergen
pep_03786,,0.604,Allergen
pep_03787,,0.58,Allergen
pep_03788,,0.485,Allergen
pep_03789,,0.396,Allergen
pep_03790,,0.446,Allergen
pep_03791,,0.459,Allergen
pep_03792,,0.456,Allergen
pep_03793,,0.504,Allergen
pep_03794,,0.313,Allergen
pep_03795,,0.431,Allergen
pep_03796,,0.264,Allergen
pep_03797,,0.385,Allergen
pep_03798,,0.411,Allergen
pep_03799,,0.407,Allergen
pep_03802,,0.29,Allergen
pep_03803,,0.385,Allergen
pep_03804,,0.508,Allergen
pep_03805,,0.361,Allergen
pep_03806,,0.361,Allergen
pep_03807,,0.517,Allergen
pep_03808,,0.457,Allergen
pep_03809,,0.378,Allergen
pep_03810,,0.366,Allergen
pep_03811,,0.369,Allergen
pep_03812,,0.32,Allergen
pep_03813,,0.372,Allergen
pep_03814,,0.343,Allergen
pep_03815,,0.391,Allergen
pep_03816,,0.376,Allergen
pep_03817,,0.255,Allergen
pep_03818,,0.301,Allergen
pep_03819,,0.501,Allergen
pep_03820,,0.468,Allergen
pep_03821,,0.394,Allergen
pep_03822,,0.385,Allergen
pep_03823,,0.459,Allergen
pep_03824,,0.374,Allergen
pep_03825,,0.493,Allergen
pep_03826,,0.403,Allergen
pep_03827,,0.361,Allergen
pep_03828,,0.404,Allergen
pep_03829,,0.269,Allergen
pep_03830,,0.333,Allergen
pep_03831,,0.365,Allergen
pep_03832,,0.403,Allergen
pep_03833,,0.383,Allergen
pep_03834,,0.283,Allergen
pep_03835,,0.355,Allergen
pep_03836,,0.365,Allergen
pep_03837,,0.38,Allergen
pep_03838,,0.508,Allergen
pep_03839,,0.471,Allergen
pep_03840,,0.329,Allergen
pep_03841,,0.4,Allergen
pep_03842,,0.354,Allergen
pep_03843,,0.313,Allergen
pep_03844,,0.306,Allergen
pep_03845,,0.328,Allergen
pep_03846,,0.504,Allergen
pep_03847,,0.462,Allergen
pep_03848,,0.399,Allergen
pep_03849,,0.369,Allergen
pep_03852,,0.314,Allergen
pep_03853,,0.367,Allergen
pep_03854,,0.308,Allergen
pep_03855,,0.324,Allergen
pep_03856,,0.322,Allergen
pep_03857,,0.371,Allergen
pep_03858,,0.347,Allergen
pep_03859,,0.325,Allergen
pep_03860,,0.376,Allergen
pep_03861,,0.321,Allergen
pep_03862,,0.306,Allergen
pep_03863,,0.394,Allergen
pep_03864,,0.329,Allergen
pep_03865,,0.388,Allergen
pep_03866,,0.343,Allergen
pep_03867,,0.302,Allergen
pep_03868,,0.277,Allergen
pep_03869,,0.448,Allergen
pep_03870,,0.33,Allergen
pep_03871,,0.32,Allergen
pep_03872,,0.294,Allergen
pep_03873,,0.374,Allergen
pep_03874,,0.383,Allergen
pep_03875,,0.323,Allergen
pep_03876,,0.272,Allergen
pep_03877,,0.331,Allergen
pep_03878,,0.358,Allergen
pep_03879,,0.321,Allergen
pep_03880,,0.433,Allergen
pep_03881,,0.359,Allergen
pep_03882,,0.365,Allergen
pep_03883,,0.387,Allergen
pep_03884,,0.366,Allergen
pep_03885,,0.37,Allergen
pep_03886,,0.302,Allergen
pep_03887,,0.286,Allergen
pep_03888,,0.299,Allergen
pep_03889,,0.317,Allergen
pep_03890,,0.32,Allergen
pep_03891,,0.313,Allergen
pep_03892,,0.266,Allergen
pep_03893,,0.319,Allergen
pep_03894,,0.266,Allergen
pep_03895,,0.235,Allergen
pep_03896,,0.314,Allergen
pep_03897,,0.317,Allergen
pep_03898,,0.319,Allergen
pep_03899,,0.307,Allergen
pep_03902,,0.307,Allergen
pep_03903,,0.361,Allergen
pep_03904,,0.285,Allergen
pep_03905,,0.346,Allergen
pep_03906,,0.368,Allergen
pep_03907,,0.336,Allergen
pep_03908,,0.367,Allergen
pep_03909,,0.335,Allergen
pep_03910,,0.322,Allergen
pep_03911,,0.344,Allergen
pep_03912,,0.313,Allergen
pep_03913,,0.426,Allergen
pep_03914,,0.425,Allergen
pep_03915,,0.335,Allergen
pep_03916,,0.307,Allergen
pep_03917,,0.314,Allergen
pep_03918,,0.328,Allergen
pep_03919,,0.471,Allergen
pep_03920,,0.536,Allergen
pep_03921,,0.485,Allergen
pep_03922,,0.398,Allergen
pep_03923,,0.826,Allergen
pep_03924,,0.353,Allergen
pep_03925,,0.43,Allergen
pep_03926,,0.426,Allergen
pep_03927,,0.374,Allergen
pep_03928,,0.409,Allergen
pep_03929,,0.343,Allergen
pep_03930,,0.505,Allergen
pep_03931,,0.368,Allergen
pep_03932,,0.374,Allergen
pep_03933,,0.47,Allergen
pep_03934,,0.501,Allergen
pep_03935,,0.48,Allergen
pep_03936,,0.468,Allergen
pep_03937,,0.394,Allergen
pep_03938,,0.337,Allergen
pep_03939,,0.355,Allergen
pep_03940,,0.439,Allergen
pep_03941,,0.362,Allergen
pep_03942,,0.438,Allergen
pep_03943,,0.357,Allergen
pep_03944,,0.548,Allergen
pep_03945,,0.584,Allergen
pep_03946,,0.375,Allergen
pep_03947,,0.316,Allergen
pep_03948,,0.32,Allergen
pep_03949,,0.345,Allergen
pep_03952,,0.297,Allergen
pep_03953,,0.44,Allergen
pep_03954,,0.419,Allergen
pep_03955,,0.496,Allergen
pep_03956,,0.44,Allergen
pep_03957,,0.333,Allergen
pep_03958,,0.316,Allergen
pep_03959,,0.317,Allergen
pep_03960,,0.397,Allergen
pep_03961,,0.315,Allergen
pep_03962,,0.4,Allergen
pep_03963,,0.364,Allergen
pep_03964,,0.328,Allergen
pep_03965,,0.332,Allergen
pep_03966,,0.472,Allergen
pep_03967,,0.302,Allergen
pep_03968,,0.385,Allergen
pep_03969,,0.323,Allergen
pep_03970,,0.493,Allergen
pep_03971,,0.359,Allergen
pep_03972,,0.312,Allergen
pep_03973,,0.35,Allergen
pep_03974,,0.458,Allergen
pep_03975,,0.353,Allergen
pep_03976,,0.479,Allergen
pep_03977,,0.332,Allergen
pep_03978,,0.478,Allergen
pep_03979,,0.395,Allergen
pep_03980,,0.267,Allergen
pep_03981,,0.381,Allergen
pep_03982,,0.416,Allergen
pep_03983,,0.26,Allergen
pep_03984,,0.35,Allergen
pep_03985,,0.343,Allergen
pep_03986,,0.504,Allergen
pep_03987,,0.505,Allergen
pep_03988,,0.413,Allergen
pep_03989,,0.558,Allergen
pep_03990,,0.495,Allergen
pep_03991,,0.499,Allergen
pep_03992,,0.358,Allergen
pep_03993,,0.308,Allergen
pep_03994,,0.344,Allergen
pep_03995,,0.333,Allergen
pep_03996,,0.44,Allergen
pep_03997,,0.459,Allergen
pep_03998,,0.455,Allergen
pep_03999,,0.324,Allergen
pep_04002,,0.466,Allergen
pep_04003,,0.414,Allergen
pep_04004,,0.463,Allergen
pep_04005,,0.478,Allergen
pep_04006,,0.312,Allergen
pep_04007,,0.291,Allergen
pep_04008,,0.357,Allergen
pep_04009,,0.321,Allergen
pep_04010,,0.439,Allergen
pep_04011,,0.342,Allergen
pep_04012,,0.504,Allergen
pep_04013,,0.374,Allergen
pep_04014,,0.355,Allergen
pep_04015,,0.376,Allergen
pep_04016,,0.465,Allergen
pep_04017,,0.48,Allergen
pep_04018,,0.483,Allergen
pep_04019,,0.412,Allergen
pep_04020,,0.417,Allergen
pep_04021,,0.417,Allergen
pep_04022,,0.472,Allergen
pep_04023,,0.34,Allergen
pep_04024,,0.321,Allergen
pep_04025,,0.381,Allergen
pep_04026,,0.373,Allergen
pep_04027,,0.558,Allergen
pep_04028,,0.397,Allergen
pep_04029,,0.441,Allergen
pep_04030,,0.424,Allergen
pep_04031,,0.333,Allergen
pep_04032,,0.315,Allergen
pep_04033,,0.357,Allergen
pep_04034,,0.319,Allergen
pep_04035,,0.352,Allergen
pep_04036,,0.287,Allergen
pep_04037,,0.432,Allergen
pep_04038,,0.332,Allergen
pep_04039,,0.379,Allergen
pep_04040,,0.377,Allergen
pep_04041,,0.283,Allergen
pep_04042,,0.371,Allergen
pep_04043,,0.26,Allergen
pep_04044,,0.344,Allergen
pep_04045,,0.295,Allergen
pep_04046,,0.594,Allergen
pep_04047,,0.396,Allergen
pep_04048,,0.375,Allergen
pep_04049,,0.484,Allergen
pep_04052,,0.404,Allergen
pep_04053,,0.34,Allergen
pep_04054,,0.373,Allergen
pep_04055,,0.341,Allergen
pep_04056,,0.296,Allergen
pep_04057,,0.304,Allergen
pep_04058,,0.284,Allergen
pep_04059,,0.477,Allergen
pep_04060,,0.36,Allergen
pep_04061,,0.464,Allergen
pep_04062,,0.362,Allergen
pep_04063,,0.377,Allergen
pep_04064,,0.318,Allergen
pep_04065,,0.329,Allergen
pep_04066,,0.35,Allergen
pep_04067,,0.427,Allergen
pep_04068,,0.535,Allergen
pep_04069,,0.547,Allergen
pep_04070,,0.333,Allergen
pep_04071,,0.394,Allergen
pep_04072,,0.313,Allergen
pep_04073,,0.411,Allergen
pep_04074,,0.388,Allergen
pep_04075,,0.395,Allergen
pep_04076,,0.427,Allergen
pep_04077,,0.428,Allergen
pep_04078,,0.482,Allergen
pep_04079,,0.375,Allergen
pep_04080,,0.376,Allergen
pep_04081,,0.42,Allergen
pep_04082,,0.424,Allergen
pep_04083,,0.387,Allergen
pep_04084,,0.326,Allergen
pep_04085,,0.32,Allergen
pep_04086,,0.301,Allergen
pep_04087,,0.444,Allergen
pep_04088,,0.374,Allergen
pep_04089,,0.459,Allergen
pep_04090,,0.412,Allergen
pep_04091,,0.366,Allergen
pep_04092,,0.434,Allergen
pep_04093,,0.369,Allergen
pep_04094,,0.48,Allergen
pep_04095,,0.344,Allergen
pep_04096,,0.313,Allergen
pep_04097,,0.406,Allergen
pep_04098,,0.366,Allergen
pep_04099,,0.354,Allergen
pep_04102,,0.346,Allergen
pep_04103,,0.303,Allergen
pep_04104,,0.399,Allergen
pep_04105,,0.339,Allergen
pep_04106,,0.356,Allergen
pep_04107,,0.303,Allergen
pep_04108,,0.302,Allergen
pep_04109,,0.324,Allergen
pep_04110,,0.437,Allergen
pep_04111,,0.32,Allergen
pep_04112,,0.374,Allergen
pep_04113,,0.375,Allergen
pep_04114,,0.299,Allergen
pep_04115,,0.374,Allergen
pep_04116,,0.402,Allergen
pep_04117,,0.398,Allergen
pep_04118,,0.322,Allergen
pep_04119,,0.301,Allergen
pep_04120,,0.342,Allergen
pep_04121,,0.296,Allergen
pep_04122,,0.364,Allergen
pep_04123,,0.293,Allergen
pep_04124,,0.428,Allergen
pep_04125,,0.363,Allergen
pep_04126,,0.359,Allergen
pep_04127,,0.421,Allergen
pep_04128,,0.379,Allergen
pep_04129,,0.401,Allergen
pep_04130,,0.384,Allergen
pep_04131,,0.411,Allergen
pep_04132,,0.406,Allergen
pep_04133,,0.331,Allergen
pep_04134,,0.316,Allergen
pep_04135,,0.36,Allergen
pep_04136,,0.333,Allergen
pep_04137,,0.469,Allergen
pep_04138,,0.352,Allergen
pep_04139,,0.422,Allergen
pep_04140,,0.388,Allergen
pep_04141,,0.373,Allergen
pep_04142,,0.346,Allergen
pep_04143,,0.421,Allergen
pep_04144,,0.442,Allergen
pep_04145,,0.338,Allergen
pep_04146,,0.465,Allergen
pep_04147,,0.365,Allergen
pep_04148,,0.276,Allergen
pep_04149,,0.546,Allergen
pep_04152,,0.436,Allergen
pep_04153,,0.404,Allergen
pep_04154,,0.392,Allergen
pep_04155,,0.373,Allergen
pep_04156,,0.375,Allergen
pep_04157,,0.302,Allergen
pep_04158,,0.359,Allergen
pep_04159,,0.404,Allergen
pep_04160,,0.482,Allergen
pep_04161,,0.329,Allergen
pep_04162,,0.324,Allergen
pep_04163,,0.418,Allergen
pep_04164,,0.559,Allergen
pep_04165,,0.281,Allergen
pep_04166,,0.318,Allergen
pep_04167,,0.354,Allergen
pep_04168,,0.367,Allergen
pep_04169,,0.312,Allergen
pep_04170,,0.384,Allergen
pep_04171,,0.432,Allergen
pep_04172,,0.358,Allergen
pep_04173,,0.455,Allergen
pep_04174,,0.289,Allergen
pep_04175,,0.326,Allergen
pep_04176,,0.455,Allergen
pep_04177,,0.256,Allergen
pep_04178,,0.356,Allergen
pep_04179,,0.441,Allergen
pep_04180,,0.349,Allergen
pep_04181,,0.358,Allergen
pep_04182,,0.319,Allergen
pep_04183,,0.352,Allergen
pep_04184,,0.385,Allergen
pep_04185,,0.432,Allergen
pep_04186,,0.314,Allergen
pep_04187,,0.522,Allergen
pep_04188,,0.385,Allergen
pep_04189,,0.328,Allergen
pep_04190,,0.374,Allergen
pep_04191,,0.345,Allergen
pep_04192,,0.353,Allergen
pep_04193,,0.314,Allergen
pep_04194,,0.348,Allergen
pep_04195,,0.337,Allergen
pep_04196,,0.472,Allergen
pep_04197,,0.405,Allergen
pep_04198,,0.466,Allergen
pep_04199,,0.21,Allergen
pep_04202,,0.542,Allergen
pep_04203,,0.29,Allergen
pep_04204,,0.447,Allergen
pep_04205,,0.428,Allergen
pep_04206,,0.505,Allergen
pep_04207,,0.364,Allergen
pep_04208,,0.295,Allergen
pep_04209,,0.328,Allergen
pep_04210,,0.407,Allergen
pep_04211,,0.377,Allergen
pep_04212,,0.4,Allergen
pep_04213,,0.332,Allergen
pep_04214,,0.363,Allergen
pep_04215,,0.305,Allergen
pep_04216,,0.289,Allergen
pep_04217,,0.341,Allergen
pep_04218,,0.422,Allergen
pep_04219,,0.375,Allergen
pep_04220,,0.314,Allergen
pep_04221,,0.428,Allergen
pep_04222,,0.432,Allergen
pep_04223,,0.432,Allergen
pep_04224,,0.416,Allergen
pep_04225,,0.528,Allergen
pep_04226,,0.453,Allergen
pep_04227,,0.462,Allergen
pep_04228,,0.378,Allergen
pep_04229,,0.432,Allergen
pep_04230,,0.32,Allergen
pep_04231,,0.331,Allergen
pep_04232,,0.413,Allergen
pep_04233,,0.316,Allergen
pep_04234,,0.413,Allergen
pep_04235,,0.401,Allergen
pep_04236,,0.497,Allergen
pep_04237,,0.285,Allergen
pep_04238,,0.329,Allergen
pep_04239,,0.366,Allergen
pep_04240,,0.392,Allergen
pep_04241,,0.322,Allergen
pep_04242,,0.326,Allergen
pep_04243,,0.333,Allergen
pep_04244,,0.336,Allergen
pep_04245,,0.357,Allergen
pep_04246,,0.414,Allergen
pep_04247,,0.403,Allergen
pep_04248,,0.338,Allergen
pep_04249,,0.323,Allergen
pep_04252,,0.28,Allergen
pep_04253,,0.296,Allergen
pep_04254,,0.326,Allergen
pep_04255,,0.416,Allergen
pep_04256,,0.586,Allergen
pep_04257,,0.35,Allergen
pep_04258,,0.321,Allergen
pep_04259,,0.31,Allergen
pep_04260,,0.297,Allergen
pep_04261,,0.308,Allergen
pep_04262,,0.285,Allergen
pep_04263,,0.368,Allergen
pep_04264,,0.481,Allergen
pep_04265,,0.461,Allergen
pep_04266,,0.401,Allergen
pep_04267,,0.429,Allergen
pep_04268,,0.434,Allergen
pep_04269,,0.233,Allergen
pep_04270,,0.378,Allergen
pep_04271,,0.359,Allergen
pep_04272,,0.294,Allergen
pep_04273,,0.418,Allergen
pep_04274,,0.359,Allergen
pep_04275,,0.318,Allergen
pep_04276,,0.37,Allergen
pep_04277,,0.363,Allergen
pep_04278,,0.339,Allergen
pep_04279,,0.298,Allergen
pep_04280,,0.309,Allergen
pep_04281,,0.333,Allergen
pep_04282,,0.412,Allergen
pep_04283,,0.418,Allergen
pep_04284,,0.392,Allergen
pep_04285,,0.225,Allergen
pep_04286,,0.38,Allergen
pep_04287,,0.363,Allergen
pep_04288,,0.444,Allergen
pep_04289,,0.348,Allergen
pep_04290,,0.357,Allergen
pep_04291,,0.408,Allergen
pep_04292,,0.42,Allergen
pep_04293,,0.254,Allergen
pep_04294,,0.307,Allergen
pep_04295,,0.26,Allergen
pep_04296,,0.396,Allergen
pep_04297,,0.316,Allergen
pep_04298,,0.302,Allergen
pep_04299,,0.38,Allergen
pep_04302,,0.343,Allergen
pep_04303,,0.459,Allergen
pep_04304,,0.326,Allergen
pep_04305,,0.385,Allergen
pep_04306,,0.331,Allergen
pep_04307,,0.335,Allergen
pep_04308,,0.324,Allergen
pep_04309,,0.314,Allergen
pep_04310,,0.312,Allergen
pep_04311,,0.478,Allergen
pep_04312,,0.333,Allergen
pep_04313,,0.362,Allergen
pep_04314,,0.431,Allergen
pep_04315,,0.387,Allergen
pep_04316,,0.386,Allergen
pep_04317,,0.401,Allergen
pep_04318,,0.388,Allergen
pep_04319,,0.344,Allergen
pep_04320,,0.33,Allergen
pep_04321,,0.335,Allergen
pep_04322,,0.308,Allergen
pep_04323,,0.36,Allergen
pep_04324,,0.385,Allergen
pep_04325,,0.368,Allergen
pep_04326,,0.329,Allergen
pep_04327,,0.316,Allergen
pep_04328,,0.405,Allergen
pep_04329,,0.383,Allergen
pep_04330,,0.34,Allergen
pep_04331,,0.363,Allergen
pep_04332,,0.433,Allergen
pep_04333,,0.358,Allergen
pep_04334,,0.292,Allergen
pep_04335,,0.431,Allergen
pep_04336,,0.43,Allergen
pep_04337,,0.275,Allergen
pep_04338,,0.401,Allergen
pep_04339,,0.333,Allergen
pep_04340,,0.347,Allergen
pep_04341,,0.404,Allergen
pep_04342,,0.415,Allergen
pep_04343,,0.366,Allergen
pep_04344,,0.413,Allergen
pep_04345,,0.395,Allergen
pep_04346,,0.419,Allergen
pep_04347,,0.376,Allergen
pep_04348,,0.432,Allergen
pep_04349,,0.311,Allergen
pep_04352,,0.435,Allergen
pep_04353,,0.49,Allergen
pep_04354,,0.333,Allergen
pep_04355,,0.361,Allergen
pep_04356,,0.498,Allergen
pep_04357,,0.368,Allergen
pep_04358,,0.403,Allergen
pep_04359,,0.384,Allergen
pep_04360,,0.354,Allergen
pep_04361,,0.348,Allergen
pep_04362,,0.342,Allergen
pep_04363,,0.317,Allergen
pep_04364,,0.375,Allergen
pep_04365,,0.368,Allergen
pep_04366,,0.353,Allergen
pep_04367,,0.333,Allergen
pep_04368,,0.33,Allergen
pep_04369,,0.305,Allergen
pep_04370,,0.255,Allergen
pep_04371,,0.316,Allergen
pep_04372,,0.349,Allergen
pep_04373,,0.315,Allergen
pep_04374,,0.474,Allergen
pep_04375,,0.427,Allergen
pep_04376,,0.366,Allergen
pep_04377,,0.392,Allergen
pep_04378,,0.404,Allergen
pep_04379,,0.329,Allergen
pep_04380,,0.315,Allergen
pep_04381,,0.328,Allergen
pep_04382,,0.451,Allergen
pep_04383,,0.336,Allergen
pep_04384,,0.344,Allergen
pep_04385,,0.309,Allergen
pep_04386,,0.406,Allergen
pep_04387,,0.362,Allergen
pep_04388,,0.403,Allergen
pep_04389,,0.349,Allergen
pep_04390,,0.36,Allergen
pep_04391,,0.344,Allergen
pep_04392,,0.34,Allergen
pep_04393,,0.44,Allergen
pep_04394,,0.391,Allergen
pep_04395,,0.227,Allergen
pep_04396,,0.339,Allergen
pep_04397,,0.351,Allergen
pep_04398,,0.387,Allergen
pep_04399,,0.262,Allergen
pep_04402,,0.371,Allergen
pep_04403,,0.427,Allergen
pep_04404,,0.304,Allergen
pep_04405,,0.341,Allergen
pep_04406,,0.325,Allergen
pep_04407,,0.294,Allergen
pep_04408,,0.355,Allergen
pep_04409,,0.389,Allergen
pep_04410,,0.317,Allergen
pep_04411,,0.317,Allergen
pep_04412,,0.313,Allergen
pep_04413,,0.317,Allergen
pep_04414,,0.342,Allergen
pep_04415,,0.425,Allergen
pep_04416,,0.302,Allergen
pep_04417,,0.33,Allergen
pep_04418,,0.327,Allergen
pep_04419,,0.298,Allergen
pep_04420,,0.398,Allergen
pep_04421,,0.356,Allergen
pep_04422,,0.317,Allergen
pep_04423,,0.27,Allergen
pep_04424,,0.339,Allergen
pep_04425,,0.289,Allergen
pep_04426,,0.312,Allergen
pep_04427,,0.362,Allergen
pep_04428,,0.4,Allergen
pep_04429,,0.384,Allergen
pep_04430,,0.35,Allergen
pep_04431,,0.338,Allergen
pep_04432,,0.325,Allergen
pep_04433,,0.337,Allergen
pep_04434,,0.374,Allergen
pep_04435,,0.324,Allergen
pep_04436,,0.356,Allergen
pep_04437,,0.334,Allergen
pep_04438,,0.353,Allergen
pep_04439,,0.408,Allergen
pep_04440,,0.4,Allergen
pep_04441,,0.35,Allergen
pep_04442,,0.29,Allergen
pep_04443,,0.31,Allergen
pep_04444,,0.349,Allergen
pep_04445,,0.359,Allergen
pep_04446,,0.345,Allergen
pep_04447,,0.349,Allergen
pep_04448,,0.368,Allergen
pep_04449,,0.285,Allergen
pep_04452,,0.376,Allergen
pep_04453,,0.375,Allergen
pep_04454,,0.349,Allergen
pep_04455,,0.247,Allergen
pep_04456,,0.393,Allergen
pep_04457,,0.465,Allergen
pep_04458,,0.366,Allergen
pep_04459,,0.405,Allergen
pep_04460,,0.362,Allergen
pep_04461,,0.328,Allergen
pep_04462,,0.385,Allergen
pep_04463,,0.325,Allergen
pep_04464,,0.385,Allergen
pep_04465,,0.283,Allergen
pep_04466,,0.339,Allergen
pep_04467,,0.237,Allergen
pep_04468,,0.352,Allergen
pep_04469,,0.326,Allergen
pep_04470,,0.313,Allergen
pep_04471,,0.3,Allergen
pep_04472,,0.28,Allergen
pep_04473,,0.276,Allergen
pep_04474,,0.199,Allergen
pep_04475,,0.27,Allergen
pep_04476,,0.468,Allergen
pep_04477,,0.29,Allergen
pep_04478,,0.323,Allergen
pep_04479,,0.326,Allergen
pep_04480,,0.34,Allergen
pep_04481,,0.28,Allergen
pep_04482,,0.273,Allergen
pep_04483,,0.3,Allergen
pep_04484,,0.271,Allergen
pep_04485,,0.33,Allergen
pep_04486,,0.347,Allergen
pep_04487,,0.284,Allergen
pep_04488,,0.386,Allergen
pep_04489,,0.39,Allergen
pep_04490,,0.404,Allergen
pep_04491,,0.315,Allergen
pep_04492,,0.334,Allergen
pep_04493,,0.343,Allergen
pep_04494,,0.407,Allergen
pep_04495,,0.321,Allergen
pep_04496,,0.304,Allergen
pep_04497,,0.323,Allergen
pep_04498,,0.328,Allergen
pep_04499,,0.305,Allergen
pep_04502,,0.361,Allergen
pep_04503,,0.334,Allergen
pep_04504,,0.377,Allergen
pep_04505,,0.369,Allergen
pep_04506,,0.287,Allergen
pep_04507,,0.411,Allergen
pep_04508,,0.448,Allergen
pep_04509,,0.384,Allergen
pep_04510,,0.432,Allergen
pep_04511,,0.335,Allergen
pep_04512,,0.414,Allergen
pep_04513,,0.396,Allergen
pep_04514,,0.324,Allergen
pep_04515,,0.367,Allergen
pep_04516,,0.388,Allergen
pep_04517,,0.39,Allergen
pep_04518,,0.337,Allergen
pep_04519,,0.383,Allergen
pep_04520,,0.466,Allergen
pep_04521,,0.452,Allergen
pep_04522,,0.452,Allergen
pep_04523,,0.328,Allergen
pep_04524,,0.37,Allergen
pep_04525,,0.439,Allergen
pep_04526,,0.377,Allergen
pep_04527,,0.468,Allergen
pep_04528,,0.488,Allergen
pep_04529,,0.441,Allergen
pep_04530,,0.345,Allergen
pep_04531,,0.444,Allergen
pep_04532,,0.441,Allergen
pep_04533,,0.345,Allergen
pep_04534,,0.329,Allergen
pep_04535,,0.384,Allergen
pep_04536,,0.381,Allergen
pep_04537,,0.448,Allergen
pep_04538,,0.333,Allergen
pep_04539,,0.297,Allergen
pep_04540,,0.34,Allergen
pep_04541,,0.381,Allergen
pep_04542,,0.324,Allergen
pep_04543,,0.349,Allergen
pep_04544,,0.385,Allergen
pep_04545,,0.287,Allergen
pep_04546,,0.353,Allergen
pep_04547,,0.256,Allergen
pep_04548,,0.321,Allergen
pep_04549,,0.328,Allergen
pep_04552,,0.378,Allergen
pep_04553,,0.345,Allergen
pep_04554,,0.329,Allergen
pep_04555,,0.368,Allergen
pep_04556,,0.368,Allergen
